Winter,Spring,Summer,Fall,Depth
0.06559949999999999,0.06537899999999999,0.0653559,0.0660223,212.5
0.06558138399999999,0.065360576,0.065337448,0.06600407200000001,213.0
0.065563268,0.065342152,0.065318996,0.065985844,213.5
0.065545152,0.065323728,0.065300544,0.065967616,214.0
0.065527036,0.065305304,0.065282092,0.06594938800000001,214.5
0.06550892,0.06528688,0.06526364,0.06593116,215.0
0.065490804,0.065268456,0.065245188,0.06591293200000001,215.5
0.065472688,0.065250032,0.065226736,0.065894704,216.0
0.065454572,0.065231608,0.065208284,0.065876476,216.5
0.065436456,0.065213184,0.065189832,0.06585824800000001,217.0
0.06541833999999999,0.06519476,0.06517138,0.06584002,217.5
0.06540022399999999,0.065176336,0.065152928,0.065821792,218.0
0.065382108,0.065157912,0.065134476,0.06580356400000001,218.5
0.065363992,0.065139488,0.065116024,0.065785336,219.0
0.065345876,0.065121064,0.06509757199999999,0.065767108,219.5
0.06532776,0.06510264,0.06507912,0.06574888000000001,220.0
0.065309644,0.065084216,0.065060668,0.065730652,220.5
0.065291528,0.065065792,0.065042216,0.065712424,221.0
0.065273412,0.065047368,0.065023764,0.06569419600000001,221.5
0.065255296,0.065028944,0.065005312,0.065675968,222.0
0.06523717999999999,0.06501052,0.06498686,0.06565774,222.5
0.065219064,0.064992096,0.06496840799999999,0.065639512,223.0
0.065200948,0.064973672,0.064949956,0.065621284,223.5
